sample	taxon	contig_p	bin_p
SRR11125179	d__Archaea	14.796425024826215	0.0
SRR11125183	d__Bacteria	41.24031261164284	4.63640333159764
SRR11125183	d__Archaea	21.099853823277385	0.0604869197036141
SRR11125186	d__Bacteria	49.573088493735376	27.392525805712175
SRR11125186	d__Archaea	41.236821623151485	0.0
SRR11125213	d__Bacteria	62.688127922394074	29.491721605889037
SRR11125213	d__Archaea	92.71613747175645	0.047568081817100726
SRR11125219	d__Bacteria	75.10636816872733	23.432755305357126
SRR11125219	d__Archaea	83.49740224227509	0.0
SRR11125224	d__Bacteria	67.10968399785932	41.237661856492785
SRR11125224	d__Archaea	49.97882253282507	0.0
SRR11125232	d__Bacteria	63.69237734684599	38.12515373734295
SRR11125232	d__Archaea	0.8944954128440368	0.0
SRR11125248	d__Bacteria	68.2930237636013	30.22424396812111
SRR11125248	d__Archaea	61.93706425475787	0.3014885999623139
SRR11125256	d__Bacteria	41.83276804160204	22.238329997361255
SRR11125256	d__Archaea	93.03421708588262	0.0
SRR11125259	d__Bacteria	61.720583409398635	16.925932156182526
SRR11125259	d__Archaea	80.23184185473484	76.171809374475
SRR11125283	d__Bacteria	47.02303244311274	15.80290112498919
SRR11125283	d__Archaea	0.0	0.0
SRR11125292	d__Bacteria	55.916407233225144	12.42912499172021
SRR11125292	d__Archaea	0.17452006980802792	0.0
SRR11125303	d__Bacteria	50.42595518721215	27.65110160022417
SRR11125303	d__Archaea	1.4705882352941175	0.0
SRR11125321	d__Bacteria	36.729405772950855	4.955838400264478
SRR11125321	d__Archaea	0.0	0.0
SRR11125347	d__Bacteria	31.761445962598344	21.16470540441724
SRR11125347	d__Archaea	4.334038054968287	0.0
SRR11125358	d__Bacteria	30.885646902665354	18.033515448156532
SRR11125358	d__Archaea	0.0	0.0
SRR11125373	d__Bacteria	49.35393617721459	14.959497603882468
SRR11125373	d__Archaea	6.169154228855722	0.0
SRR11125376	d__Bacteria	41.457415209376784	23.029566642194354
SRR11125376	d__Archaea	4.352159468438539	0.0
SRR11125379	d__Bacteria	45.53212549970068	14.172484756513622
SRR11125379	d__Archaea	2.1231422505307855	0.0
SRR11125390	d__Bacteria	41.261367182680516	7.022723478992939
SRR11125390	d__Archaea	6.016847172081829	0.0
SRR11125397	d__Bacteria	41.82724933219793	3.307523558703609
SRR11125397	d__Archaea	7.482993197278912	0.0
SRR11125405	d__Bacteria	29.152992322071153	16.884441386532874
SRR11125405	d__Archaea	68.97760170653665	0.0
SRR11125428	d__Bacteria	57.25492038141763	36.447373056508056
SRR11125428	d__Archaea	60.936875749101084	0.0
SRR11125434	d__Bacteria	70.56167260478942	32.0559659681824
SRR11125434	d__Archaea	98.28968083583798	0.279089738085015
SRR11125472	d__Bacteria	62.525602657458855	22.825864470133688
SRR11125472	d__Archaea	34.48275862068966	0.0
SRR11125493	d__Bacteria	59.9773850900746	42.01765554488841
SRR11125493	d__Archaea	3.278688524590164	0.0
SRR11125531	d__Bacteria	57.73267540700188	23.299716659463094
SRR11125531	d__Archaea	86.11757607102835	81.24084130678389
SRR11125533	d__Bacteria	33.51413863620337	4.688244834637896
SRR11125533	d__Archaea	2.1483375959079285	0.0
SRR11125542	d__Bacteria	42.80571610077627	15.951201722292154
SRR11125542	d__Archaea	23.021582733812952	0.0
SRR11125548	d__Bacteria	41.97114127849299	1.1993888588513988
SRR11125548	d__Archaea	58.98225280695401	0.0
SRR11125633	d__Bacteria	47.49215106255558	20.32720541531314
SRR11125633	d__Archaea	0.0	0.0
SRR11125642	d__Bacteria	66.3877191972491	56.18105001256668
SRR11125642	d__Archaea	0.0	0.0
SRR11125655	d__Bacteria	38.930299438618896	25.09366799529755
SRR11125655	d__Archaea	1.7899761336515514	0.0
SRR11125657	d__Bacteria	40.75622128975866	15.194405944772866
SRR11125657	d__Archaea	1.573849878934625	0.0
SRR11125663	d__Bacteria	44.416153464793254	5.027611168266214
SRR11125663	d__Archaea	41.635595326870494	0.14914243102162564
SRR11125669	d__Bacteria	46.91882677865482	28.144100199508383
SRR11125669	d__Archaea	80.1469765359794	0.39168873801618975
SRR11125676	d__Bacteria	64.5783006409637	35.19958986912316
SRR11125676	d__Archaea	71.65677009283266	0.0
SRR11125685	d__Bacteria	34.88925455470979	25.252513294846345
SRR11125685	d__Archaea	2.292387543252595	0.0
SRR11125701	d__Bacteria	60.49455761429435	13.826538362259894
SRR11125701	d__Archaea	8.284023668639055	0.0
SRR11125708	d__Bacteria	44.616703818642534	11.131189739690535
SRR11125708	d__Archaea	3.4482758620689653	0.0
SRR11125712	d__Bacteria	41.27401035759472	13.673655689324574
SRR11125712	d__Archaea	8.75912408759124	0.0
SRR11125737	d__Bacteria	49.27705848470285	17.31623172773422
SRR11125737	d__Archaea	2.1739130434782608	0.0
SRR11125739	d__Bacteria	53.96406054211841	13.235597769977286
SRR11125739	d__Archaea	0.0	0.0
SRR11125740	d__Bacteria	54.92053392717487	23.118595988918493
SRR11125740	d__Archaea	26.851851851851855	0.0
SRR11125742	d__Bacteria	49.45684226046296	12.355544088014547
SRR11125742	d__Archaea	2.7573529411764706	0.0
SRR11125745	d__Bacteria	51.71996989935096	18.190982347223528
SRR11125745	d__Archaea	0.0	0.0
SRR11125780	d__Bacteria	58.079931592522705	15.733906888367265
SRR11125780	d__Archaea	3.9603960396039604	6.270627062706271
SRR11125785	d__Bacteria	42.73299081669625	13.125459968911098
SRR11125785	d__Archaea	0.0	0.0
SRR11125791	d__Bacteria	45.092503863320474	1.740436663127088
SRR11125791	d__Archaea	5.681818181818182	0.0
SRR11125793	d__Bacteria	47.44166516705656	26.859016655669528
SRR11125793	d__Archaea	1.4755197853789404	0.0
SRR11125827	d__Bacteria	72.94609488819916	28.610200213418054
SRR11125827	d__Archaea	92.80585473626071	85.64853171315474
SRR11125874	d__Bacteria	42.11116443681045	15.783424688676147
SRR11125874	d__Archaea	1.496833621185953	0.0
SRR11125876	d__Bacteria	49.690503841418	22.568809785243822
SRR11125876	d__Archaea	62.16385731085848	0.06272050176401411
SRR11125885	d__Bacteria	43.02414901966232	14.082830373452051
SRR11125885	d__Archaea	75.67280721704192	0.0
SRR11125890	d__Bacteria	50.27560009542418	30.059099245975133
SRR11125890	d__Archaea	1.0017530678687703	0.0
SRR11125891	d__Bacteria	61.0199773680444	18.693635049071386
SRR11125891	d__Archaea	93.24853228962819	0.08969341161121983
SRR11125915	d__Bacteria	41.50173979315601	14.381485428154647
SRR11125915	d__Archaea	83.90037990713381	63.79907133811735
SRR11125920	d__Bacteria	41.12802794085976	15.8417371274474
SRR11125920	d__Archaea	68.3560862710898	0.0
SRR11125951	d__Bacteria	25.682092864509304	10.92944294887517
SRR11125951	d__Archaea	6.0306030603060305	0.0
SRR11125954	d__Bacteria	37.415213028097284	7.057535566684322
SRR11125954	d__Archaea	82.6478149100257	72.16089520641161
SRR11125974	d__Bacteria	62.89875578115189	26.097291370055625
SRR11125974	d__Archaea	92.66104191777153	90.02276684076604
SRR11125981	d__Bacteria	50.194780224373446	14.527428065071643
SRR11125981	d__Archaea	26.3102847181871	0.27890761185357354
SRR11126002	d__Bacteria	57.90935007565555	22.173023814407554
SRR11126002	d__Archaea	5.47438505640836	0.27741816164231553
SRR11126005	d__Bacteria	43.959032025275974	3.45635892687615
SRR11126005	d__Archaea	81.3473765956414	72.80007765859341
SRR11126010	d__Bacteria	41.515248219877535	25.210755862270712
SRR11126010	d__Archaea	92.85908349936605	89.29994566201775
SRR11126012	d__Bacteria	57.72082365406759	19.578438663844963
SRR11126012	d__Archaea	95.71592099174359	88.64073650113252
SRR11126013	d__Bacteria	61.419493147538475	19.898264150537894
SRR11126013	d__Archaea	79.74332111052908	76.65793609219487
SRR11126019	d__Bacteria	76.64673986392614	38.69425192453749
SRR11126019	d__Archaea	96.5179358513596	88.59429036414186
SRR11126022	d__Bacteria	55.467537975601864	26.174285969396298
SRR11126022	d__Archaea	94.15956583485494	0.24092107932643536
SRR11126033	d__Bacteria	54.728030655056536	30.03575974301473
SRR11126033	d__Archaea	90.50493154718092	83.63511457873301
SRR11126047	d__Bacteria	43.926135539108984	8.35364968799884
SRR11126047	d__Archaea	4.296604296604296	0.0
SRR11126073	d__Bacteria	26.063654223968562	7.529273084479371
SRR11126073	d__Archaea	11.11111111111111	0.0
SRR11126074	d__Bacteria	34.445473431281755	19.157384927289563
SRR11126074	d__Archaea	6.122448979591836	0.0
SRR11126075	d__Bacteria	39.57504246293212	17.319132525375192
SRR11126075	d__Archaea	1.944652206432311	0.0
SRR11126077	d__Bacteria	39.59925925275806	10.70675244355898
SRR11126077	d__Archaea	5.185185185185185	0.0
SRR11126080	d__Bacteria	36.86072767699925	10.23871506798235
SRR11126080	d__Archaea	0.0	0.0
SRR11126084	d__Bacteria	39.40794822026613	6.047711103936769
SRR11126084	d__Archaea	0.714711137581894	0.0
SRR11126085	d__Bacteria	42.41068287305488	7.1832887258057365
SRR11126085	d__Archaea	20.930232558139537	0.0
SRR11126088	d__Bacteria	48.70581465254077	19.786824924150096
SRR11126088	d__Archaea	10.714285714285714	0.0
SRR11126092	d__Bacteria	43.24864632397515	22.41840148071388
SRR11126092	d__Archaea	1.6361256544502618	0.0
SRR11126106	d__Bacteria	58.009483862273434	30.816488107270402
SRR11126106	d__Archaea	0.0	0.0
SRR11126113	d__Bacteria	60.22560944355113	57.06946925587232
SRR11126113	d__Archaea	4.580766139833914	0.21430484864720067
SRR11126145	d__Bacteria	50.69056698534064	29.556541415494227
SRR11126145	d__Archaea	94.03553299492386	86.51432445587929
SRR11126158	d__Bacteria	59.94781971395534	2.4220952486531515
SRR11126158	d__Archaea	1.1089367253750815	0.0
SRR11126163	d__Bacteria	35.450606079454744	13.831353279011424
SRR11126163	d__Archaea	54.81269947925416	0.0
SRR11126180	d__Bacteria	53.26656057057279	22.552718940498863
SRR11126180	d__Archaea	97.05110714660509	96.71738902298247
SRR11126182	d__Bacteria	65.15148346855621	31.447681296227696
SRR11126182	d__Archaea	88.28498388351673	0.12226297654773814
SRR11126191	d__Bacteria	61.64473821322248	15.965634824318538
SRR11126191	d__Archaea	92.43811044904479	0.0368573008170035
SRR11126194	d__Bacteria	51.96552531497384	32.27116541900537
SRR11126194	d__Archaea	94.47298828862863	86.31658481299584
SRR11126196	d__Bacteria	73.08044522447466	27.605478935117787
SRR11126196	d__Archaea	95.28368926955156	89.03392302801362
SRR11126214	d__Bacteria	35.35830942197679	21.217223395232164
SRR11126214	d__Archaea	2.5064822817631804	0.0
SRR11126221	d__Bacteria	71.34469239487913	48.98061093665806
SRR11126221	d__Archaea	92.47687564234327	89.08016443987667
SRR11126227	d__Bacteria	36.31778634633447	6.269341045034357
SRR11126227	d__Archaea	0.0	0.0
SRR11126230	d__Bacteria	49.16166790151601	12.967342984155932
SRR11126230	d__Archaea	95.94053236001068	94.71868601442179
SRR11126233	d__Bacteria	31.107874358455035	8.264923416804205
SRR11126233	d__Archaea	0.0	0.0
SRR11126281	d__Bacteria	41.92602187300553	10.625483614072676
SRR11126281	d__Archaea	78.80094588955349	0.0
SRR11126298	d__Bacteria	74.49067303578157	40.37716570129447
SRR11126298	d__Archaea	94.84554075280703	89.74053173541218
SRR11126306	d__Bacteria	39.780489972057296	18.12814388569352
SRR11126306	d__Archaea	7.868852459016394	0.0
SRR11126312	d__Bacteria	35.990387027341946	21.097076458736232
SRR11126312	d__Archaea	12.65513350883791	0.0
SRR11126329	d__Bacteria	36.739441381306435	13.21197942500009
SRR11126329	d__Archaea	0.0	0.0
SRR11126333	d__Bacteria	64.85554754566112	27.012202159644133
SRR11126333	d__Archaea	93.43434343434343	0.0
SRR11126343	d__Bacteria	29.25539588556607	6.416293729337855
SRR11126343	d__Archaea	0.0	0.0
SRR11126370	d__Bacteria	49.73665036509672	17.281484472790556
SRR11126370	d__Archaea	90.33391327623126	1.1911134903640257
SRR11126381	d__Bacteria	33.789620609311115	9.179095045500505
SRR11126381	d__Archaea	94.17671798862393	87.4807774257499
SRR11126420	d__Bacteria	52.71220032659922	16.337948007760218
SRR11126420	d__Archaea	1.4833574529667148	0.0
SRR11126471	d__Bacteria	47.9545710488975	12.394535912971012
SRR11126471	d__Archaea	7.809110629067245	0.0
SRR11126495	d__Bacteria	53.65006754872269	14.196325722740227
SRR11126495	d__Archaea	21.052631578947366	0.0
SRR11126503	d__Bacteria	28.94879420945547	3.346062622866562
SRR11126503	d__Archaea	21.630384437239464	0.0
SRR11126513	d__Bacteria	49.53348590398109	21.60500968236803
SRR11126513	d__Archaea	54.85743554720847	0.0
SRR11183301	d__Bacteria	57.52581535006347	22.30937530514598
SRR11183301	d__Archaea	32.55813953488372	0.0
SRR11183307	d__Bacteria	44.063368473285365	9.8457916147005
SRR11183307	d__Archaea	4.918032786885246	0.0
SRR11183311	d__Bacteria	63.0764119176778	23.377612502955138
SRR11183311	d__Archaea	15.217391304347828	0.0
SRR11183342	d__Bacteria	53.17074980837625	25.885614825242616
SRR11183342	d__Archaea	94.82779477076745	88.71031848894879
SRR11183354	d__Bacteria	66.17896921709384	5.646975054857404
SRR11183354	d__Archaea	0.0	0.0
SRR11183364	d__Bacteria	34.18711386642643	11.92809586507247
SRR11183364	d__Archaea	0.4056795131845842	0.0
SRR11183369	d__Bacteria	50.944392707363264	24.108264529959936
SRR11183369	d__Archaea	59.699604743083	0.0
SRR11183392	d__Bacteria	35.06227013541618	2.4229974452708656
SRR11183392	d__Archaea	5.833333333333333	0.0
SRR11183401	d__Bacteria	44.2879213717412	11.848969192534152
SRR11183401	d__Archaea	14.607156030984877	0.0
SRR11183405	d__Bacteria	40.501071079636134	6.884038182623629
SRR11183405	d__Archaea	1.3324450366422385	0.0
SRR11183406	d__Bacteria	38.763911181326456	27.040423308879348
SRR11183406	d__Archaea	13.640032284100082	0.0
SRR11183407	d__Bacteria	67.96429592571702	34.81444099500187
SRR11183407	d__Archaea	94.90232191014931	1.1017562323225678
SRR11183412	d__Bacteria	38.394737108680275	13.29137645851754
SRR11183412	d__Archaea	12.903225806451612	0.0
SRR11183424	d__Bacteria	46.32632951151165	17.989335167260297
SRR11183424	d__Archaea	0.0	0.0
SRR11183429	d__Bacteria	63.887998249736896	23.6098170648138
SRR11183429	d__Archaea	38.372093023255815	0.0
SRR11183438	d__Bacteria	39.74564067467956	15.781256683348305
SRR11183438	d__Archaea	2.9328821206993796	0.0
SRR11183449	d__Bacteria	52.87666336517499	10.22916717826145
SRR11183449	d__Archaea	4.6875	3.3482142857142856
SRR11183468	d__Bacteria	56.53903624745221	29.555032226078332
SRR11183468	d__Archaea	0.0	0.0
SRR11183474	d__Bacteria	70.4539058416757	53.49425079403369
SRR11183474	d__Archaea	94.36933177544094	90.78617926890335
SRR11183482	d__Bacteria	43.98674547855816	13.153007560916816
SRR11183482	d__Archaea	95.55903355179497	0.0
SRR11183494	d__Bacteria	36.0923357185831	3.5642622587161323
SRR11183494	d__Archaea	3.404255319148936	0.0
SRR11183499	d__Bacteria	41.15197690065578	20.425267158513783
SRR11183499	d__Archaea	23.329633740288568	0.0
SRR11183529	d__Bacteria	37.17923995656895	11.50558089033659
SRR11183529	d__Archaea	64.69586751276893	0.0
SRR11183531	d__Bacteria	43.92033020483441	7.915525705198603
SRR11183531	d__Archaea	4.744787922358016	0.0
SRR11183532	d__Bacteria	49.59119235068858	18.096353733082797
SRR11183532	d__Archaea	7.086614173228346	0.0
SRR11183533	d__Bacteria	48.49349298269295	11.464070663607123
SRR11183533	d__Archaea	95.03498203625166	83.99740673708096
SRR11183543	d__Bacteria	39.48348827591987	13.64961296234558
SRR11183543	d__Archaea	0.0	0.0
SRR11183552	d__Bacteria	54.864573355156466	37.99820487098453
SRR11183552	d__Archaea	96.01797068715783	0.21358603589227407
SRR11183560	d__Bacteria	42.06243787919809	6.319014280289058
SRR11183560	d__Archaea	5.9880239520958085	0.0
SRR11183573	d__Bacteria	34.95129728765908	14.60708169366844
SRR11183573	d__Archaea	78.40069826775883	0.0
SRR11183575	d__Bacteria	30.93704346461943	10.968369758115912
SRR11183575	d__Archaea	82.33156437471159	0.0
SRR11183578	d__Bacteria	59.73612698111979	29.65981279639091
SRR11183578	d__Archaea	95.12462539288063	0.0
SRR11183584	d__Bacteria	56.406305914677056	32.198207848289144
SRR11183584	d__Archaea	90.15396862730908	0.0
SRR11183589	d__Bacteria	25.0333763022889	7.894434319575604
SRR11183589	d__Archaea	40.69821436109587	0.22795390265524085
SRR11183621	d__Bacteria	63.66569153258573	29.08852050490276
SRR11183621	d__Archaea	97.35973597359737	0.05024723925679765
SRR11183630	d__Bacteria	36.34115509075853	9.789425903721288
SRR11183630	d__Archaea	24.885496183206108	0.0
SRR11183648	d__Bacteria	57.849323113527184	34.77262117766884
SRR11183648	d__Archaea	68.6967441026101	0.0
SRR11183690	d__Bacteria	18.993514428782877	2.9884073102965534
SRR11183690	d__Archaea	4.1035990581903805	1.6145307769929365
SRR11183692	d__Bacteria	24.151873396547348	13.458195111407656
SRR11183692	d__Archaea	95.77249658064471	91.15272194566522
SRR11183693	d__Bacteria	45.29786208903879	23.45584813448728
SRR11183693	d__Archaea	0.08173273395995095	0.0
SRR11183705	d__Bacteria	40.11751652139931	6.192529838542721
SRR11183705	d__Archaea	77.57960389539336	0.0
SRR11183712	d__Bacteria	48.65621380640846	23.10887197085896
SRR11183712	d__Archaea	22.554953806944887	0.30264415418923224
SRR11183717	d__Bacteria	20.208053357224628	2.7922950574884275
SRR11183717	d__Archaea	83.99349816066388	0.0
SRR11183733	d__Bacteria	56.13608792351463	37.03580678393653
SRR11183733	d__Archaea	82.57952125943609	1.7226917865668754
SRR11183735	d__Bacteria	38.298743594027755	28.69711221099513
SRR11183735	d__Archaea	56.364327950482384	0.9301843078944638
SRR11183744	d__Bacteria	43.537036450628875	3.3103075978895333
SRR11183744	d__Archaea	60.52716168434586	0.0
SRR11183752	d__Bacteria	62.68558560028721	11.150312505099626
SRR11183752	d__Archaea	92.35337787676318	0.0
SRR11183765	d__Bacteria	24.257387633872295	10.38181870667894
SRR11183765	d__Archaea	71.3719085394307	0.0
SRR11183769	d__Bacteria	53.81122657066165	35.38915770232935
SRR11183769	d__Archaea	94.1996754222516	85.68251487648013
SRR11183771	d__Bacteria	51.14455627561269	27.214329767971968
SRR11183771	d__Archaea	14.597673866603369	0.35604082601471637
SRR11183772	d__Bacteria	35.719152422150515	8.882184281247191
SRR11183772	d__Archaea	87.94007163448939	0.056783436708307856
SRR11183788	d__Bacteria	68.24628215117026	38.14147607154386
SRR11183788	d__Archaea	0.0	0.0
SRR11183796	d__Bacteria	45.977933668395025	16.556909652693978
SRR11183796	d__Archaea	3.4936008301625736	0.0
SRR11183809	d__Bacteria	52.2448867138936	12.981783075215269
SRR11183809	d__Archaea	6.172839506172839	0.0
SRR11183817	d__Bacteria	74.66558728832305	28.061174330867356
SRR11183817	d__Archaea	93.70174725721252	0.08804009210348096
SRR11183823	d__Bacteria	47.69270583542663	26.45161520088512
SRR11183823	d__Archaea	57.13275170950247	0.0
SRR11183845	d__Bacteria	54.12944834382768	15.812760131484026
SRR11183845	d__Archaea	21.21212121212121	0.0
SRR11183869	d__Bacteria	31.12862025213775	9.705635219086188
SRR11183869	d__Archaea	0.0	0.0
SRR11183871	d__Bacteria	56.037536422327605	12.669732807709156
SRR11183871	d__Archaea	0.0	0.0
SRR11183872	d__Bacteria	39.314210820984556	11.489104637614695
SRR11183872	d__Archaea	7.807807807807808	0.0
SRR11183877	d__Bacteria	49.00243683604181	26.391093603172667
SRR11183877	d__Archaea	59.415438421184106	0.37471896077941547
SRR11183896	d__Bacteria	47.621627839900235	27.985448507088183
SRR11183896	d__Archaea	88.36625026170702	73.85023379161142
SRR11183901	d__Bacteria	59.1196216656846	34.60574401372652
SRR11183901	d__Archaea	49.46168461051298	0.0
SRR11183914	d__Bacteria	34.817306137019	17.766064845026744
SRR11183914	d__Archaea	0.0	0.0
SRR11183917	d__Bacteria	64.65695137215693	29.93598731022662
SRR11183917	d__Archaea	23.60724233983287	0.45264623955431754
SRR11183930	d__Bacteria	47.66951796958197	17.148050871988804
SRR11183930	d__Archaea	2.556818181818182	0.0
SRR11183932	d__Bacteria	52.48535758830556	22.663832354099416
SRR11183932	d__Archaea	0.0	0.0
SRR11183939	d__Bacteria	56.696054155517395	29.75741177097062
SRR11183939	d__Archaea	93.25534166642831	89.11930436772404
SRR11183955	d__Bacteria	16.647728211444946	3.1427433285543565
SRR11183955	d__Archaea	91.14760533891652	0.44490970950013087
SRR11183964	d__Bacteria	51.77541379532005	21.530081742367894
SRR11183964	d__Archaea	90.12071639249551	0.2523793596253839
SRR11183984	d__Bacteria	27.74854818126014	11.70475597944244
SRR11183984	d__Archaea	2.4861878453038675	0.0
SRR11183988	d__Bacteria	62.249653740933354	21.806499368530297
SRR11183988	d__Archaea	18.354430379746837	0.0
SRR11184010	d__Bacteria	41.025281861159115	17.601686979955694
SRR11184010	d__Archaea	80.23198114377868	0.0
SRR11184014	d__Bacteria	75.30115363247165	36.33282133403053
SRR11184014	d__Archaea	91.70955678157515	88.81030843855297
SRR11184020	d__Bacteria	55.39435572035569	20.287417208591147
SRR11184020	d__Archaea	81.54489130036295	68.15265608388019
SRR11184035	d__Bacteria	67.41798436041206	32.59017560889797
SRR11184035	d__Archaea	57.74384543471487	0.40511062636335304
SRR11184044	d__Bacteria	68.98877836594785	23.512008070464702
SRR11184044	d__Archaea	66.81237978667599	0.681937401643644
SRR11184046	d__Bacteria	73.8479269517071	34.417235499949506
SRR11184046	d__Archaea	92.52607584444291	0.0
SRR11185229	d__Bacteria	78.74373265909271	31.49418281021707
SRR11185229	d__Archaea	10.128205128205128	1.1111111111111112
SRR11185230	d__Bacteria	81.78346620158254	6.182871308023751
SRR11185230	d__Archaea	95.35404609741214	77.94513106981672
SRR11185233	d__Bacteria	70.05659895957999	18.31201195162913
SRR11185233	d__Archaea	96.2998247649135	0.1411753091295012
SRR11185237	d__Bacteria	81.66855288793504	26.680141792378915
SRR11185237	d__Archaea	18.890356671070013	0.0
SRR11185239	d__Bacteria	83.31094443407999	15.416661798995298
SRR11185239	d__Archaea	25.716104392106935	0.0
SRR11185241	d__Bacteria	79.28831808309062	13.849783306931752
SRR11185241	d__Archaea	94.1076631773097	76.46302818628654
SRR11185243	d__Bacteria	75.00929970126356	17.368589775026212
SRR11185243	d__Archaea	94.43089714736892	0.026050199002035677
SRR11185246	d__Bacteria	82.32883728045421	19.783342236807513
SRR11185246	d__Archaea	61.760925449871465	0.8453628633577219
SRR11185251	d__Bacteria	73.6072896597179	13.920457143537721
SRR11185251	d__Archaea	90.74427664950143	0.0
SRR11185252	d__Bacteria	80.85434644577325	14.983818777674292
SRR11185252	d__Archaea	66.38924455825864	0.0
SRR11185257	d__Bacteria	71.19315415749048	16.258539094996774
SRR11185257	d__Archaea	94.43416079947994	87.18088564219526
SRR11185261	d__Bacteria	74.99655865254168	18.173297081074576
SRR11185261	d__Archaea	0.8766686590954373	0.0
SRR11489748	d__Bacteria	76.9284848288441	17.245401375268635
SRR11489748	d__Archaea	76.47895852255525	34.84105358764759
SRR11489753	d__Bacteria	77.45445671957566	0.916211433020592
SRR11489753	d__Archaea	33.210332103321036	0.0
SRR11489766	d__Bacteria	55.61636610165605	0.1879068807457796
SRR11489766	d__Archaea	1.8805808604672138	0.0
SRR11489770	d__Bacteria	94.80620777902766	67.67828077500884
SRR11489770	d__Archaea	26.52027027027027	0.0
SRR11489776	d__Bacteria	74.39804841816515	17.534844836971033
SRR11489776	d__Archaea	60.678513731825525	0.08077544426494346
SRR11489778	d__Bacteria	70.74145048231742	13.241424159484227
SRR11489778	d__Archaea	62.032190894254036	0.07878890202037256
SRR11489784	d__Bacteria	71.23238939241236	15.737528546930534
SRR11489784	d__Archaea	58.20422281472941	0.0
SRR11489788	d__Bacteria	69.68888265016524	18.01434238003965
SRR11489788	d__Archaea	17.32297473609299	0.0
SRR11489792	d__Bacteria	67.30260871707664	20.320703891132272
SRR11489792	d__Archaea	14.057577878893945	0.0
SRR11551371	d__Bacteria	69.50176297878616	5.721346567218873
SRR11551371	d__Archaea	31.180193596425916	0.0
SRR11551382	d__Bacteria	60.97756262097705	8.520287162638883
SRR11551382	d__Archaea	73.42630983791933	0.0
SRR11723726	d__Bacteria	60.53039452442825	5.4724032515035805
SRR11723726	d__Archaea	3.2188260751961053	0.0
SRR11723730	d__Bacteria	59.30414401580728	7.004621903564978
SRR11723730	d__Archaea	4.480164158686731	0.0
SRR11723736	d__Bacteria	59.44187890637972	3.286566632485582
SRR11723736	d__Archaea	5.923344947735192	0.0
SRR11723737	d__Bacteria	56.18217488037611	4.053029560689718
SRR11723737	d__Archaea	2.895387749163393	0.29099374363451186
SRR11723738	d__Bacteria	61.90691299624348	3.249490102512337
SRR11723738	d__Archaea	3.3551440902130034	0.0
SRR11723739	d__Bacteria	59.51324514585834	6.929388305796028
SRR11723739	d__Archaea	2.305229455709712	0.0
SRR11723740	d__Bacteria	64.05471576306077	5.622312630181371
SRR11723740	d__Archaea	4.206556425877574	0.0
SRR11805640	d__Bacteria	56.3783748066264	16.655044816032714
SRR11805640	d__Archaea	4.943944127917662	0.0
SRR11805642	d__Bacteria	62.371584493739384	10.545264239146949
SRR11805642	d__Archaea	0.0	0.0
SRR12277000	d__Bacteria	56.780187114309385	14.085637255478384
SRR12277000	d__Archaea	29.592684954280962	0.1828761429758936
SRR12795741	d__Bacteria	94.68573135588284	59.866656633056145
SRR12795741	d__Archaea	0.0	0.0
SRR12795745	d__Bacteria	92.2567817967032	2.517143388051381
SRR12795745	d__Archaea	0.0	0.0
SRR12795771	d__Bacteria	90.82790491583079	50.25757785812333
SRR12795771	d__Archaea	3.4482758620689653	0.0
SRR12795772	d__Bacteria	85.17989017167373	4.037923801088246
SRR12795772	d__Archaea	0.0	0.0
